txn_date,description_raw,description_sa,amount_zar,category,is_synthetic,merchant_localised,merchant_group,split,seen_in_train
2023-07-18 00:00:00,POS Debit - Visa Check Card 2323 - STARBUCKS STORE 11 JESSUP MD KARSHAN R ALLEN POS TRANSACTION,vida caffe store jessup karshan allen,-117.56,Entertainment,False,True,starbucks store jessup karshan allen,train,False
2023-09-26 00:00:00,POS Debit - Visa Check Card 2323 - PANERA BREAD 2037 JESSUP MD KARSHAN R ALLEN POS TRANSACTION,panera bread jessup karshan allen,-268.36,Entertainment,False,False,panera bread jessup karshan allen,train,False
2023-06-27 00:00:00,POS Debit - Visa Check Card 2323 - WAWA 8525 HANOVER MD KARSHAN R ALLEN POS TRANSACTION,astron energy hanover karshan allen soweto,-179.73,Transport,False,True,wawa hanover karshan allen,train,False
2023-09-01 00:00:00,POS Debit - Visa Check Card 2323 - WAWA 8525 HANOVER MD KARSHAN R ALLEN POS TRANSACTION,shell hanover karshan allen cape town,-519.03,Transport,False,True,wawa hanover karshan allen,train,False
2023-09-16 00:00:00,Burger King,mcdonalds,-102.22,Entertainment,False,True,burger king,train,False
2023-09-16 00:00:00,Circle K,astron energy,-311.01,Transport,False,True,circle,train,False
2023-09-06 00:00:00,PURCHASE                                AUTHORIZED ON   09/04 CHARLEYS PHILLY ST        HOUSTON       TX  S463247811641145   111,charleys philly st hatfield,-108.75,Entertainment,False,False,charleys philly st houston,train,False
2023-07-10 00:00:00,PURCHASE                                AUTHORIZED ON   07/07 WHATABURGER 569           SUGAR LAND    TX  S383189194027941   111,wimpy sugar land,-266.24,Entertainment,False,True,whataburger sugar land,train,False
2023-08-07 00:00:00,PURCHASE                                AUTHORIZED ON   08/04 PLUCKERS-HOUSTON-R        HOUSTON       TX  S383217104865153   111,pluckers midrand centurion,-517.34,Entertainment,False,False,pluckers houston houston,train,False
2023-09-18 00:00:00,PURCHASE                                AUTHORIZED ON   09/16 SHELL OIL129798990        TOMBALL       TX  S303259501222246   111,shell tomball durban,-894.56,Transport,False,True,shell oil tomball,test,False
2023-06-23 00:00:00,PURCHASE                                AUTHORIZED ON   06/23 CHEVRON/BUFFALO SPEEDWA   HOUSTON       TX  P303174734242627   111,totalenergies buffalo speedwa centurion,-656.48,Transport,False,True,chevron buffalo speedwa houston,train,False
2023-07-10 00:00:00,PURCHASE                                AUTHORIZED ON   07/07 TEXACO 1036            HOUSTON       TX  S463189056861651   111,texaco durban,-282.42,Transport,False,False,texaco houston,val,True
2023-09-21 00:00:00,PURCHASE                                AUTHORIZED ON   09/19 CHARLEYS PHILLY ST        HOUSTON       TX  S463262694741126   111,charleys philly st midrand,-66.71,Entertainment,False,False,charleys philly st houston,train,False
2023-07-18 00:00:00,PURCHASE                                AUTHORIZED ON   07/17 TEXACO 1036            HOUSTON       TX  S463199093368009   111,texaco johannesburg,-352.49,Transport,False,False,texaco houston,val,False
2023-07-24 00:00:00,RECURRING PAYMENT                       AUTHORIZED ON   07/21 STARBUCKS 800-782-        1036  WA  S303202616806295   111,seattle coffee,-294.04,Entertainment,False,True,starbucks,val,False
2023-06-26 00:00:00,PURCHASE                                AUTHORIZED ON   06/24 SQ *CLUTCH CITY CL        Houston       TX  S583175734864977   111,sq clutch city cl rosebank,-32.71,Entertainment,False,False,sq clutch city cl houston,val,False
2023-07-03 00:00:00,PURCHASE 0703 Amazon Prime*J460 3168 WA 31683168,amazon prime,-198.19,Entertainment,False,False,amazon prime,train,False
2023-08-22 19:00:00,Chevron Gas Station,bp gas station rosebank,-676.79,Transport,False,True,chevron gas station,train,False
2023-07-24 00:00:00,JD 1131 07/23 #3168 PURCHASE 3333 W TOUHY AVE LINCOLNWOOD IL,jd touhy ave lincolnwood,-1114.84,Transport,False,False,jd touhy ave lincolnwood,train,False
2023-08-22 00:00:00,Pos Debit-    1498 1498 Speedway  6995 Wern Bl Jacksonville  US,shell wern bl jacksonville,-740.64,Transport,False,True,speedway wern bl jacksonville,train,False
2023-07-05 00:00:00,MEIJER 228 07/05 #3168 PURCHASE 1301 MEIJER DR ROLLING MEADW IL,checkers dr rolling meadw johannesburg,-558.79,Groceries,False,True,meijer meijer dr rolling meadw,train,False
2023-09-07 00:00:00,Pos Debit-    1498 1498 Wendy's 3 2409 N Maryse Hemant  US,romans pizza bloemfontein,-87.64,Entertainment,False,True,wendy,train,False
2023-08-23 00:00:00,Pos Debit-    1498 1498 Circle K # 1036 Jacksonville  US,sasol jacksonville bloemfontein,-676.79,Transport,False,True,circle jacksonville,train,False
2023-08-14 00:00:00,Pos Debit-    1498 1498 Circle K # 1036 Jacksonville  US,totalenergies jacksonville,-1057.29,Transport,False,True,circle jacksonville,train,False
2023-08-11 00:00:00,Pos Debit-    1498 1498 Food Lion #1036 W Kinston  US,food lion kinston,-144.94,Groceries,False,False,food lion kinston,train,False
2023-09-27 00:00:00,Pos Debit-    1498 1498 Mcdonald's F31988 Kinston NC,steers kinston,-90.44,Entertainment,False,True,mcdonald kinston,test,False
2023-09-22 00:00:00,Pos Debit-    1498 1498 Piggly Wiggly # Kinston  US,checkers kinston,-174.85,Groceries,False,True,piggly wiggly kinston,val,False
2023-09-29 00:00:00,Pos Debit-    1498 1498 Dunkin #1036 Q35 Jacksonville NC,vida caffe jacksonville centurion,-107.36,Entertainment,False,True,dunkin jacksonville,train,False
2023-08-15 00:00:00,Pos Debit-    1498 1498 Mcdonald's F31988 Kinston NC,wimpy kinston,-115.43,Entertainment,False,True,mcdonald kinston,test,False
2023-08-21 00:00:00,Pos Debit-    1498 1498 Wm Superc Wal-mart Maryse Hemant  US,spar,-93.49,Groceries,False,True,wm superc wal mart,train,False
2023-08-11 00:00:00,Pos Debit-    1498 1498 Piggly Wiggly # Kinston  US,pick pay kinston,-78.48,Groceries,False,True,piggly wiggly kinston,val,False
2023-08-21 00:00:00,Pos Debit-    1498 1498 Wal-mart Super Center Jacksonville  US,spar super center jacksonville,-1218.71,Groceries,False,True,wal mart super center jacksonville,train,False
2023-08-21 00:00:00,Pos Debit-    1498 1498 Food Lion #1036 W Kinston  US,food lion kinston,-93.81,Groceries,False,False,food lion kinston,train,False
2023-08-16 00:00:00,Pos Debit-    1498 1498 Mcdonald's F5421 Kinston NC,spur kinston midrand,-90.44,Entertainment,False,True,mcdonald kinston,test,False
2023-08-28 00:00:00,Pos Debit-    1498 1498 Wendy's 3 2409 N Maryse Hemant  US,nandos durban,-135.34,Entertainment,False,True,wendy,train,False
2023-09-01 00:00:00,Pos Debit-    1498 1498 Bojangles #20 Jacksonville NC,bojangles jacksonville,-184.03,Entertainment,False,False,bojangles jacksonville,test,False
2023-09-12 00:00:00,OVERDRAFT FEE,overdraft fee,-210.05,Other Services,False,False,overdraft fee,val,False
2023-09-21 00:00:00,PURCHASE AUTHORIZED ON 09/20 MCDONALD'S F31260 MONTCLAIR CA S383264122025946 111,kfc montclair johannesburg,-111.82,Entertainment,False,True,mcdonald montclair,train,False
2023-08-14 00:00:00,PURCHASE AUTHORIZED ON 08/12 DOMINO'S 8207 POMONA CA S303225092807887 111,burger king pomona johannesburg,-384.98,Entertainment,False,True,domino pomona,test,False
2023-06-30 00:00:00,OD ACCOUNT TRANSFERRED FROM 3168,od account transferred,-2219.72,Other Services,False,False,od account transferred,train,False
2023-08-23 00:00:00,Pos Debit-    5266 5266 Bp#6893168r A D Novi  US,engen novi,-1211.67,Transport,False,True,bp novi,train,False
2023-08-31 00:00:00,Pos Debit-    5266 5266 Shell 3168 Bloomfield MI,bp bloomfield,-676.79,Transport,False,True,shell bloomfield,test,False
2023-08-14 00:00:00,Pos Debit-    5266 5266 Kroger #1036 Hagger Commerce Twp  US,spar hagger commerce twp,-396.67,Groceries,False,True,kroger hagger commerce twp,train,False
2023-09-25 00:00:00,Pos Debit-    5266 5266 Mens Wearhouse #4215 Novi  US,mens wearhouse novi soweto,-856.64,Other Services,False,False,mens wearhouse novi,train,False
2023-09-22 00:00:00,Pos Debit-    5266 5266 Mcdonalds 30586 New Maryse Hemant MI,nandos new pretoria,-32.35,Entertainment,False,True,mcdonalds new,train,False
2023-08-17 00:00:00,OVERDRAFT FEE,overdraft fee,-210.05,Other Services,False,False,overdraft fee,val,False
2023-07-03 00:00:00,MCDONALD'S VSAPUR 020118      MCDONALD'S F27693 1901        HONOLULU HI 1036,romans pizza vsapur honolulu durban,-340.36,Entertainment,False,True,mcdonald vsapur mcdonald honolulu,val,False
2023-07-31 00:00:00,SQ *MYSTIQ POSPUR 321110376291SQ *MYSTIQUE BAR 1901         HONOLULU HI 1036,sq mystiq pospur sq mystique bar honolulu,-575.57,Entertainment,False,False,sq mystiq pospur sq mystique bar honolulu,train,False
2023-08-09 00:00:00,PURCHASE SOLITAIRE CASH,solitaire cash durban,-237.72,Entertainment,False,False,solitaire cash,train,False
2023-08-29 19:00:00,Circle K,totalenergies,-560.04,Transport,False,True,circle,train,False
2023-06-09 00:00:00,MCDONALD'S VSAPUR 077968      MCDONALD'S M5501 OF 2831      MILILANI HI 1036,mcdonalds vsapur mililani soweto,-192.0,Entertainment,False,True,mcdonald vsapur mcdonald mililani,test,False
2023-06-26 00:00:00,PURCHASE WM SUPERC Wal-Mart,spar,-2075.26,Groceries,False,True,wm superc wal mart,train,False
2023-06-16 00:00:00,OVERDRAFT FEE,overdraft fee menlyn,-210.05,Other Services,False,False,overdraft fee,val,False
2023-08-23 00:00:00,OVERDRAFT FEE,overdraft fee midrand,-210.05,Other Services,False,False,overdraft fee,val,False
2023-08-22 00:00:00,OVERDRAFT FEE,overdraft fee,-210.05,Other Services,False,False,overdraft fee,val,False
2023-07-07 00:00:00,PURCHASE SOLITAIRE CASH,solitaire cash,-201.79,Entertainment,False,False,solitaire cash,train,False
2023-07-21 00:00:00,OVERDRAFT FEE,overdraft fee randburg,-210.05,Other Services,False,False,overdraft fee,val,False
2023-08-23 00:00:00,OVERDRAFT FEE,overdraft fee,-210.05,Other Services,False,False,overdraft fee,val,False
2023-08-17 00:00:00,OVERDRAFT FEE,overdraft fee,-210.05,Other Services,False,False,overdraft fee,val,False
2023-08-17 00:00:00,PURCHASE Wal-Mart Super Cen,checkers hyper super cen,-174.85,Groceries,False,True,wal mart super cen,train,False
2023-08-21 00:00:00,NON-HUNTINGTON CASH WITHDRAWAL,non huntington cash hatfield,-640.38,Entertainment,False,False,non huntington cash,train,False
2023-09-08 00:00:00,NON-HUNTINGTON ATM CASH WITHDRAWAL FEE,non huntington atm cash fee durban,-141.44,Other Services,False,False,non huntington atm cash fee,train,False
2023-09-06 00:00:00,OVERDRAFT FEE,overdraft fee,-210.05,Other Services,False,False,overdraft fee,val,False
2023-06-28 00:00:00,OVERDRAFT FEE,overdraft fee polokwane,-210.05,Other Services,False,False,overdraft fee,val,False
2023-08-04 00:00:00,PURCHASE PALOT MIN 304 Maryse Hemant,palot min bloemfontein,-184.99,Other Services,False,False,palot min,train,False
2023-07-12 00:00:00,OVERDRAFT FEE,overdraft fee menlyn,-210.05,Other Services,False,False,overdraft fee,val,False
2023-06-12 00:00:00,OVERDRAFT FEE,overdraft fee,-210.05,Other Services,False,False,overdraft fee,val,False
2023-07-12 00:00:00,OVERDRAFT FEE,overdraft fee,-210.05,Other Services,False,False,overdraft fee,val,False
2023-07-20 19:00:00,Starbucks,mugg bean,-130.99,Entertainment,False,True,starbucks,val,False
2023-08-14 00:00:00,PURCHASE Wal-Mart Super Cen,spar super cen,-877.18,Groceries,False,True,wal mart super cen,train,False
2023-09-18 00:00:00,OVERDRAFT FEE,overdraft fee,-210.05,Other Services,False,False,overdraft fee,val,False
2023-09-06 00:00:00,OVERDRAFT FEE,overdraft fee,-210.05,Other Services,False,False,overdraft fee,val,False
2023-09-11 00:00:00,OVERDRAFT FEE,overdraft fee hatfield,-210.05,Other Services,False,False,overdraft fee,val,False
2023-08-28 00:00:00,OVERDRAFT FEE,overdraft fee soweto,-210.05,Other Services,False,False,overdraft fee,val,False
2023-09-05 00:00:00,OVERDRAFT FEE,overdraft fee,-210.05,Other Services,False,False,overdraft fee,val,False
2023-06-20 19:00:00,Starbucks,vida caffe midrand,-349.16,Entertainment,False,True,starbucks,val,True
2023-08-14 19:00:00,Starbucks,seattle coffee,-130.99,Entertainment,False,True,starbucks,val,False
2023-08-24 00:00:00,OVERDRAFT FEE,overdraft fee centurion,-210.05,Other Services,False,False,overdraft fee,val,False
2023-07-18 19:00:00,Starbucks,mugg bean,-201.79,Entertainment,False,True,starbucks,val,False
2023-09-12 19:00:00,Starbucks,krispy kreme menlyn,-201.79,Entertainment,False,True,starbucks,val,True
2023-08-05 19:00:00,Shell Service Station,bp sandton,-903.62,Transport,False,True,shell service station,train,False
2023-09-24 19:00:00,Starbucks,krispy kreme,-201.79,Entertainment,False,True,starbucks,val,False
2023-07-29 19:00:00,Starbucks,mugg bean hatfield,-276.23,Entertainment,False,True,starbucks,val,True
2023-07-19 19:00:00,Google,google,-35.99,Entertainment,False,False,google,train,False
2023-08-08 19:00:00,Apple,apple,-39.34,Other Services,False,False,apple,train,False
2023-07-06 19:00:00,Google,google,-109.42,Entertainment,False,False,google,train,False
2023-09-01 19:00:00,Starbucks,vida caffe,-130.99,Entertainment,False,True,starbucks,val,False
2023-07-01 19:00:00,Taco Bell,debonairs pizza randburg,-567.1,Entertainment,False,True,taco bell,train,False
2023-06-21 19:00:00,Qt,sasol,-139.09,Transport,False,True,qt,train,False
2023-07-01 19:00:00,Taco Bell,burger king durban,-102.22,Entertainment,False,True,taco bell,train,False
2023-08-18 19:00:00,Chevron/Montgomery Hwy.,shell montgomery hwy,-382.46,Transport,False,True,chevron montgomery hwy,test,False
2023-07-29 19:00:00,Walmart,spar midrand,-622.13,Groceries,False,True,walmart,train,False
2023-09-24 19:00:00,Alabaster Citgo,alabaster bp rosebank,-775.01,Transport,False,True,alabaster citgo,train,False
2023-09-26 19:00:00,Starbucks,seattle coffee johannesburg,-201.79,Entertainment,False,True,starbucks,val,True
2023-09-12 19:00:00,Target,woolworths food,-276.47,Groceries,False,True,target,test,True
2023-07-22 19:00:00,Starbucks,krispy kreme hatfield,-201.79,Entertainment,False,True,starbucks,val,True
2023-09-29 00:00:00,RECURRING PAYMENT                       AUTHORIZED ON   09/28 WALMART+ MEMBERSHI        1036  AR  S303271762846357   111,pick pay membershi polokwane,-191.33,Other Services,False,True,walmart membershi,test,False
2023-06-07 19:00:00,Alabaster Citgo,alabaster sasol,-408.95,Transport,False,True,alabaster citgo,train,False
2023-09-25 19:00:00,Starbucks,vida caffe,-130.99,Entertainment,False,True,starbucks,val,False
2023-06-02 19:00:00,Shell Service Station,sasol,-913.02,Transport,False,True,shell service station,train,False
2023-06-21 19:00:00,Alabaster Citgo,alabaster totalenergies sandton,-505.14,Transport,False,True,alabaster citgo,train,False
2023-08-11 19:00:00,Google,google randburg,-27.68,Entertainment,False,False,google,train,False
2023-07-21 00:00:00,RECURRING PAYMENT                       AUTHORIZED ON   07/20 GOOGLE *Incognito         1036  CA  S463201855546804   111,google incognito,-21.41,Entertainment,False,False,google incognito,val,False
2023-09-28 00:00:00,PURCHASE                                AUTHORIZED ON   09/27 GOOGLE *PROXIMA BE        g.co/helppay# CA  S583270550320024   111,google proxima helppay randburg,-344.63,Entertainment,False,False,google proxima helppay,train,False
2023-06-20 00:00:00,PURCHASE                                AUTHORIZED ON   06/19 BP#6369763LEESB           LEESBURG          P000000382200444   111,astron energy leesb leesburg cape town,-533.69,Transport,False,True,bp leesb leesburg,train,False
2023-06-21 00:00:00,PURCHASE                                AUTHORIZED ON   06/21 BP FOOD MART              LEESBURG      FL  P583172788638780   111,bp kwikspar leesburg,-635.57,Transport,False,True,bp food mart leesburg,val,False
2023-08-14 00:00:00,RECURRING PAYMENT                       AUTHORIZED ON   08/11 GOOGLE *Maryse Hemant          1036  CA  S383223832073150   111,google,-35.99,Entertainment,False,False,google,train,False
2023-06-16 00:00:00,PURCHASE                                AUTHORIZED ON   06/16 BP#6369763LEESB           LEESBURG          P000000285226591   111,engen leesb leesburg,-619.82,Transport,False,True,bp leesb leesburg,train,False
2023-06-12 00:00:00,PURCHASE                                AUTHORIZED ON   06/10 GOOGLE *Panoramik         1036  CA  S583161449961862   111,google panoramik,-65.27,Entertainment,False,False,google panoramik,test,False
2023-06-16 00:00:00,PURCHASE                                AUTHORIZED ON   06/15 GOOGLE *Discord           g.co/helppay# CA  S463166342536033   111,google discord helppay,-45.95,Entertainment,False,False,google discord helppay,test,False
2023-09-15 00:00:00,RECURRING PAYMENT                       AUTHORIZED ON   09/13 Google ALBION ONLI        1036   CA  S383257192009209   111,google albion onli,-65.27,Entertainment,False,False,google albion onli,train,False
2023-07-14 00:00:00,RECURRING PAYMENT                       AUTHORIZED ON   07/12 GOOGLE *ALBION ONL        1036  CA  S463194112982703   111,google albion onl polokwane,-65.27,Entertainment,False,False,google albion onl,train,False
2023-08-10 19:00:00,Google,google,-27.68,Entertainment,False,False,google,train,False
2023-09-01 19:00:00,Qt,shell,-518.54,Transport,False,True,qt,train,False
2023-07-15 19:00:00,Circle K,bp hatfield,-136.19,Transport,False,True,circle,train,False
2023-06-12 19:00:00,Circle K,totalenergies pretoria,-473.57,Transport,False,True,circle,train,False
2023-09-07 19:00:00,Qt,astron energy pretoria,-368.66,Transport,False,True,qt,train,False
2023-06-20 19:00:00,Taco Bell,mcdonalds,-73.75,Entertainment,False,True,taco bell,train,False
2023-08-21 19:00:00,Family Dollar,game sandton,-166.82,Other Services,False,True,family dollar,val,True
2023-08-12 19:00:00,Google,google,-27.68,Entertainment,False,False,google,train,False
2023-09-28 19:00:00,Taco Bell,spur polokwane,-57.61,Entertainment,False,True,taco bell,train,False
2023-08-04 19:00:00,Circle K,sasol,-336.51,Transport,False,True,circle,train,False
2023-06-25 19:00:00,Circle K,sasol,-415.59,Transport,False,True,circle,train,False
2023-08-30 19:00:00,Dollar Tree,ackermans cape town,-470.44,Other Services,False,True,dollar tree,train,False
2023-06-11 19:00:00,Circle K,astron energy pretoria,-531.22,Transport,False,True,circle,train,False
2023-09-14 19:00:00,Circle K,sasol,-240.9,Transport,False,True,circle,train,False
2023-08-08 19:00:00,Circle K,engen midrand,-546.33,Transport,False,True,circle,train,False
2023-07-22 19:00:00,Qt 443 Inside,bp inside,-629.04,Transport,False,True,qt inside,val,False
2023-07-31 19:00:00,Chevron,totalenergies menlyn,-111.63,Transport,False,True,chevron,train,False
2023-06-11 19:00:00,Circle K,astron energy,-167.79,Transport,False,True,circle,train,False
2023-08-20 19:00:00,43 Rd Ave Mini Mart,rd ave mini mart,-160.42,Groceries,False,False,rd ave mini mart,train,False
2023-07-07 19:00:00,Circle K,totalenergies durban,-335.17,Transport,False,True,circle,train,False
2023-09-04 19:00:00,Circle K,engen,-200.19,Transport,False,True,circle,train,False
2023-07-28 19:00:00,Family Dollar,mr price soweto,-60.75,Other Services,False,True,family dollar,val,True
2023-08-29 19:00:00,43 Rd Ave Mini Mart,rd ave mini mart,-160.42,Groceries,False,False,rd ave mini mart,train,False
2023-06-17 19:00:00,Circle K,bp,-760.08,Transport,False,True,circle,train,False
2023-07-25 19:00:00,Qt 443 Inside,bp inside randburg,-676.79,Transport,False,True,qt inside,val,False
2023-06-20 19:00:00,Circle K,astron energy menlyn,-179.73,Transport,False,True,circle,train,False
2023-08-31 19:00:00,Dollar General,ackermans,-230.05,Other Services,False,True,dollar general,train,False
2023-09-02 19:00:00,Citi Trends,citi trends hatfield,-408.77,Other Services,False,False,citi trends,val,False
2023-08-30 19:00:00,Dollar General,mr price,-133.76,Other Services,False,True,dollar general,train,False
2023-07-27 19:00:00,Family Dollar,mr price,-235.49,Other Services,False,True,family dollar,val,True
2023-09-01 19:00:00,Sun Do Quick Sho 730 S,sun quick sho,-1758.36,Transport,False,False,sun quick sho,train,False
2023-08-29 19:00:00,Hallmark Petrol,hallmark petrol,-179.74,Other Services,False,False,hallmark petrol,train,False
2023-09-11 19:00:00,Chevron Gas Station,astron energy gas station,-913.5,Transport,False,True,chevron gas station,train,False
2023-07-11 19:00:00,Church's Chicken,church chicken,-185.29,Entertainment,False,False,church chicken,train,False
2023-09-15 19:00:00,It's Fashion,fashion rosebank,-447.63,Other Services,False,False,fashion,train,False
2023-08-31 19:00:00,Dollar General,mr price,-145.3,Other Services,False,True,dollar general,train,False
2023-07-20 19:00:00,Dollar General,pep bloemfontein,-179.61,Other Services,False,True,dollar general,train,False
2023-09-07 19:00:00,Sun Do Quick Sho 730 S,sun quick sho,-1481.37,Transport,False,False,sun quick sho,train,False
2023-07-21 19:00:00,Walmart,spar,-844.29,Groceries,False,True,walmart,train,False
2023-07-19 19:00:00,Shell Service Station,bp,-578.5,Transport,False,True,shell service station,train,False
2023-09-29 19:00:00,Walmart,checkers hyper,-659.31,Groceries,False,True,walmart,train,False
2023-09-10 19:00:00,Walmart,shoprite,-1144.26,Groceries,False,True,walmart,train,False
2023-06-29 19:00:00,Walmart,checkers,-2176.67,Groceries,False,True,walmart,train,False
2023-09-21 19:00:00,Arby's,romans pizza,-254.45,Entertainment,False,True,arby,val,True
2023-07-20 19:00:00,Dollar General,ackermans johannesburg,-260.92,Other Services,False,True,dollar general,train,False
2023-09-21 19:00:00,Dollar General,game,-153.49,Other Services,False,True,dollar general,train,False
2023-09-19 19:00:00,Family Dollar,jet polokwane,-196.39,Other Services,False,True,family dollar,val,True
2023-08-16 00:00:00,GULF MANDEVILLE MANDEVILLE LA 1036,gulf mandeville mandeville,-446.06,Transport,False,False,gulf mandeville mandeville,train,False
2023-09-13 19:00:00,Lumberton Quick Check,lumberton quick check pretoria,-274.95,Transport,False,False,lumberton quick check,val,False
2023-07-16 19:00:00,Marathon P,sasol bloemfontein,-804.06,Transport,False,True,marathon,val,True
2023-07-11 00:00:00,GULF MANDEVILLE MANDEVILLE LA 1036,gulf mandeville mandeville polokwane,-357.14,Transport,False,False,gulf mandeville mandeville,train,False
2023-07-29 19:00:00,Apple,apple polokwane,-707.06,Other Services,False,False,apple,train,False
2023-09-18 00:00:00,E3168ON TICKFAW HOPPING H TICKFAW LA 09/16,tickfaw hopping tickfaw menlyn,-429.79,Groceries,False,False,tickfaw hopping tickfaw,train,False
2023-08-31 00:00:00,NNT QUICK EZ #1 000 SLIDELL LA 1036,nnt quick ez slidell sandton,-185.71,Groceries,False,False,nnt quick ez slidell,train,False
2023-07-14 19:00:00,Sun Do Quick Sho 730 S,sun quick sho rosebank,-494.18,Transport,False,False,sun quick sho,train,False
2023-09-19 00:00:00,GULF MANDEVILLE MANDEVILLE LA 1036,gulf mandeville mandeville pretoria,-775.01,Transport,False,False,gulf mandeville mandeville,train,False
2023-06-22 00:00:00,PELICAN POINTE CAR WA 1036 LA 06/21,pelican pointe car durban,-410.38,Other Services,False,False,pelican pointe car,train,False
2023-09-26 00:00:00,E3168ON ON THE RUN #30 PONCHATOULA LA 09/25,run ponchatoula,-288.05,Groceries,False,False,run ponchatoula,train,False
2023-07-10 00:00:00,E3168ON TICKFAW HOPPING H TICKFAW LA 07/09,tickfaw hopping tickfaw,-107.89,Groceries,False,False,tickfaw hopping tickfaw,train,False
2023-09-28 00:00:00,PELICAN POINTE CAR WASH MANDEVILLE LA 09/27,pelican pointe car wash mandeville menlyn,-410.38,Other Services,False,False,pelican pointe car wash mandeville,train,False
2023-08-25 00:00:00,GULF MANDEVILLE MANDEVILLE LA 1036,gulf mandeville mandeville,-257.27,Transport,False,False,gulf mandeville mandeville,train,False
2023-08-17 00:00:00,GULF MANDEVILLE MANDEVILLE Maryse Hemant1036,gulf mandeville mandeville,-345.73,Transport,False,False,gulf mandeville mandeville,train,False
2023-09-22 00:00:00,E3168ON ON THE RUN #30 PONCHATOULA LA 09/21,run ponchatoula,-402.4,Groceries,False,False,run ponchatoula,train,False
2023-08-22 00:00:00,PAYPAL *DISNEY PLUS 1036 CA 08/22,paypal dstv pretoria,-90.04,Entertainment,False,True,paypal disney plus,train,False
2023-08-08 00:00:00,MCDONALD'S F5619 SAN BERNARDIN CA 08/07,steers polokwane,-139.77,Entertainment,False,True,mcdonald san bernardin,train,False
2023-09-29 00:00:00,MCDONALD'S F8049 SLIDELL LA 09/28,steers slidell,-116.34,Entertainment,False,True,mcdonald slidell,val,False
